,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
7777,7777,7777,7777,7777,771,phase1/blobs/cw18-33/cw18-33_23_23_28.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/cw18-33/0/23/23.jpg,[  5 977 256 256],None (label),1,0,0,0,0,0
7778,7778,7778,7778,7778,2648,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_19_16_5.jpg,NA (prediction),0.0076859123,0.9853896000000001,0.9920886999999999,NA27UCDtemporalgyri _4G8/0/19/16.jpg,"[561, 194, 256, 256]",UG1,0,0,0,1,0,0
7779,7779,7779,7779,7779,2395,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_17_2_11.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/17/2.jpg,[1280  252  256  256],None (label),0,1,0,0,0,0
7780,7780,7780,7780,7780,1478,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_5_30_34.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/5/30.jpg,[ 895 1280  256  256],None (label),0,0,1,0,0,0
7781,7781,7781,7781,7781,1846,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_13_34_32.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/13/34.jpg,[ 576 1280  256  256],None (label),0,1,0,0,0,0
7782,7782,7782,7782,7782,5544,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_7_25_17.jpg,NA (prediction),3.4899040000000008e-06,0.0014473115,0.99978787,NA28UCDtemporalgyri _4G8/0/7/25.jpg,"[1265, 524, 256, 256]",consensus_of_2,0,1,0,0,0,0
7783,7783,7783,7783,7783,239,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_16_19.jpg,NA (prediction),0.9558755999999999,0.45426350000000004,4.1631065e-05,NA28UCDtemporalgyri _4G8/0/14/16.jpg,"[0, 997, 256, 256]",UG1,0,0,0,1,0,0
7784,7784,7784,7784,7784,3740,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_17_2_11.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/17/2.jpg,[1280  252  256  256],None (label),0,1,0,0,0,0
7785,7785,7785,7785,7785,565,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_4_25_35.jpg,NA (prediction),0.7849371,0.99207944,2.2562823e-05,NA37UCDtemporalgyri _4G8/0/4/25.jpg,"[849, 728, 256, 256]",UG1,1,1,0,0,0,0
7786,7786,7786,7786,7786,4522,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_10_16_42.jpg,NA (prediction),0.004097629,0.9999764000000001,0.00012850645,40-3_UTSW_temporal_6E10/0/10/16.jpg,"[1133, 740, 256, 256]",consensus_of_2,0,1,0,0,0,0
7787,7787,7787,7787,7787,1573,phase1/blobs/cw17-41/cw17-41_19_31_57.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw17-41/0/19/31.jpg,[483 377 256 256],None (label),1,0,0,0,0,0
7788,7788,7788,7788,7788,2641,cw13-0/cw13-0_13_25_1.jpg,NA (prediction),0.006988123000000001,0.010449438,0.13599838,cw13-0/0/13/25.jpg,"[332, 0, 256, 256]",UG1,0,0,0,1,0,0
7789,7789,7789,7789,7789,2340,cw15-12/cw15-12_6_32_88.jpg,NA (prediction),0.018406393,0.012190181999999999,0.93122345,cw15-12/0/6/32.jpg,"[969, 819, 256, 256]",UG1,0,0,0,1,0,0
7790,7790,7790,7790,7790,405,phase1/blobs/cw17-32/cw17-32_2_13_60.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/cw17-32/0/2/13.jpg,[   0 1280  256  256],None (label),0,1,0,0,0,0
7791,7791,7791,7791,7791,5994,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_22_16_16.jpg,NA (prediction),4.4706856e-05,0.9038782,0.18988632,NA15UCDtemporalgyri _4G8/0/22/16.jpg,"[944, 0, 256, 256]",consensus_of_2,0,1,0,0,0,0
7792,7792,7792,7792,7792,880,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_14_12_11.jpg,NA (prediction),0.9867191999999999,0.30832902,3.2270592999999996e-05,NA15UCDtemporalgyri _4G8/0/14/12.jpg,"[572, 263, 256, 256]",UG1,1,1,0,0,0,0
7793,7793,7793,7793,7793,2073,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_24_25_0.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/24/25.jpg,[257   0 256 256],None (label),1,0,0,0,0,0
7794,7794,7794,7794,7794,719,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_10_24_32.jpg,NA (prediction),0.06792546,0.97052854,6.625522e-05,NA15UCDtemporalgyri _4G8/0/10/24.jpg,"[132, 998, 256, 256]",UG1,1,0,0,0,0,0
7795,7795,7795,7795,7795,1896,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_18_14_26.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/18/14.jpg,[234 650 256 256],None (label),1,0,0,0,0,0
7796,7796,7796,7796,7796,4955,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_16_3_53.jpg,NA (prediction),6.165607e-05,0.0035454048999999997,0.99830616,NA28UCDtemporalgyri _4G8/0/16/3.jpg,"[1238, 1280, 256, 256]",consensus_of_2,0,0,1,0,0,0
7797,7797,7797,7797,7797,2667,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_12_29_35.jpg,NA (prediction),0.0007191141499999999,0.5899123000000001,0.9908999,NA37UCDtemporalgyri _4G8/0/12/29.jpg,"[1247, 1226, 256, 256]",UG1,1,0,0,0,0,0
7798,7798,7798,7798,7798,2282,cw13-0/cw13-0_19_18_48.jpg,NA (prediction),0.00018535717,0.00043057598,0.9945662000000001,cw13-0/0/19/18.jpg,"[504, 400, 256, 256]",UG1,0,0,0,1,0,0
7799,7799,7799,7799,7799,3659,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_12_6_18.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/12/6.jpg,[116 581 256 256],None (label),0,1,0,0,0,0
7800,7800,7800,7800,7800,2546,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_15_32_11.jpg,NA (prediction),0.0012892128,0.9841561,0.9986002,NA15UCDtemporalgyri _4G8/0/15/32.jpg,"[55, 971, 256, 256]",UG1,0,0,0,0,1,0
7801,7801,7801,7801,7801,2379,phase1/blobs/cw18-18/cw18-18_24_21_0.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw18-18/0/24/21.jpg,[822  16 256 256],None (label),0,1,0,0,0,0
7802,7802,7802,7802,7802,1447,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_19_22_0.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/19/22.jpg,[ 63   0 256 256],None (label),0,0,1,0,0,0
7803,7803,7803,7803,7803,3563,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_22_28_37.jpg,NA (prediction),0.9980841999999999,0.75419366,4.8908764e-06,NA28UCDtemporalgyri _4G8/0/22/28.jpg,"[1168, 534, 256, 256]",consensus_of_2,1,1,0,0,0,0
7804,7804,7804,7804,7804,342,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_15_13_29.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/15/13.jpg,[  0 367 256 256],None (label),1,0,0,0,0,0
7805,7805,7805,7805,7805,3433,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_17_25_63.jpg,NA (prediction),0.99876094,0.36123112,9.2616466e-07,NA27UCDtemporalgyri _4G8/0/17/25.jpg,"[92, 1108, 256, 256]",consensus_of_2,1,0,0,0,0,0
7806,7806,7806,7806,7806,1092,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_25_21_12.jpg,NA (prediction),0.37276745,0.95344216,2.6495381000000004e-06,NA27UCDtemporalgyri _4G8/0/25/21.jpg,"[111, 192, 256, 256]",UG1,1,0,0,0,0,0
7807,7807,7807,7807,7807,3136,phase1/blobs/NA26UCDtemporalgyri _4G8/NA26UCDtemporalgyri _4G8_10_23_22.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/NA26UCDtemporalgyri _4G8/0/10/23.jpg,[1280  925  256  256],None (label),0,1,0,0,0,0
7808,7808,7808,7808,7808,2527,phase1/blobs/cw17-41/cw17-41_0_7_33.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-41/0/0/7.jpg,[1201  839  256  256],None (label),0,0,1,0,0,0
7809,7809,7809,7809,7809,727,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_19_8_3.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/19/8.jpg,[ 58 411 256 256],None (label),1,0,0,0,0,0
7810,7810,7810,7810,7810,542,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_21_37.jpg,NA (prediction),0.61934656,0.9466412000000001,0.0036049198999999997,NA28UCDtemporalgyri _4G8/0/11/21.jpg,"[406, 613, 256, 256]",UG1,1,0,0,0,0,0
7811,7811,7811,7811,7811,976,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_18_30_25.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/18/30.jpg,[567 902 256 256],None (label),0,1,0,0,0,0
7812,7812,7812,7812,7812,4783,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_13_34_10.jpg,NA (prediction),0.644523,0.9982876,5.7215657e-06,8-3_UTSW_temporal_6E10/0/13/34.jpg,"[596, 549, 256, 256]",consensus_of_2,1,0,0,0,0,0
7813,7813,7813,7813,7813,1408,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_34_8.jpg,NA (prediction),0.9543214,0.9914949000000001,3.5129104999999996e-07,NA28UCDtemporalgyri _4G8/0/17/34.jpg,"[701, 202, 256, 256]",UG1,0,1,0,0,0,0
7814,7814,7814,7814,7814,5467,cw13-0/cw13-0_17_20_29.jpg,NA (prediction),0.012831169,0.00947048,0.8408001,cw13-0/0/17/20.jpg,"[144, 879, 256, 256]",consensus_of_2,0,0,0,1,0,0
7815,7815,7815,7815,7815,3516,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_10_33_0.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/10/33.jpg,[688   0 256 256],None (label),1,0,0,0,0,0
7816,7816,7816,7816,7816,5618,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_25_30.jpg,NA (prediction),3.0940924e-07,3.6178332e-07,0.99999404,NA23UCDtemporalgyri _4G8/0/8/25.jpg,"[86, 612, 256, 256]",consensus_of_2,0,0,1,0,0,0
7817,7817,7817,7817,7817,4465,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_9_62.jpg,NA (prediction),0.9999778,0.19903812,7.555879000000002e-07,NA28UCDtemporalgyri _4G8/0/15/9.jpg,"[669, 1195, 256, 256]",consensus_of_2,1,1,0,0,0,0
7818,7818,7818,7818,7818,3121,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_4_23_9.jpg,NA (prediction),0.021074465,0.9994324,0.00013710013000000002,NA23UCDtemporalgyri _4G8/0/4/23.jpg,"[660, 59, 256, 256]",consensus_of_2,0,1,0,0,0,0
7819,7819,7819,7819,7819,6253,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_2_22_2.jpg,NA (prediction),8.383831e-05,0.007964609000000001,0.9999229,NA7UCDtemporalgyri _4G8/0/2/22.jpg,"[1206, 1280, 256, 256]",consensus_of_2,0,1,1,0,0,0
7820,7820,7820,7820,7820,3940,phase1/blobs/cw18-2/cw18-2_16_13_3.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw18-2/0/16/13.jpg,[1203  557  256  256],None (label),0,0,1,0,0,0
7821,7821,7821,7821,7821,1299,phase1/blobs/cw18-2/cw18-2_4_9_5.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw18-2/0/4/9.jpg,[1266  815  256  256],None (label),0,0,1,0,0,0
7822,7822,7822,7822,7822,6230,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_5_17_9.jpg,NA (prediction),0.024806809,0.99620724,0.021026032000000004,NA15UCDtemporalgyri _4G8/0/5/17.jpg,"[0, 799, 256, 256]",consensus_of_2,0,1,0,0,0,0
7823,7823,7823,7823,7823,1348,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_12_19_5.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/12/19.jpg,[661 138 256 256],None (label),0,1,0,0,0,0
7824,7824,7824,7824,7824,660,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_6_30_22.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/6/30.jpg,[602 917 256 256],None (label),0,1,0,0,0,0
7825,7825,7825,7825,7825,1851,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_23_11.jpg,NA (prediction),0.06701303,0.9946068000000001,0.007608,40-3_UTSW_temporal_6E10/0/13/23.jpg,"[751, 373, 256, 256]",UG1,0,1,0,0,0,0
7826,7826,7826,7826,7826,1492,phase1/blobs/cw17-3/cw17-3_19_15_35.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/cw17-3/0/19/15.jpg,[419 886 256 256],None (label),0,0,1,0,0,0
7827,7827,7827,7827,7827,6418,cw16-36/cw16-36_3_28_4.jpg,NA (prediction),0.00015923117,0.004422262299999999,0.9142745999999999,cw16-36/0/3/28.jpg,"[0, 929, 256, 256]",consensus_of_2,0,0,0,1,0,0
7828,7828,7828,7828,7828,554,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_37_6.jpg,NA (prediction),0.9778828000000002,0.054548535,1.1696705999999999e-05,NA28UCDtemporalgyri _4G8/0/25/37.jpg,"[917, 444, 256, 256]",UG1,1,0,0,0,0,0
7829,7829,7829,7829,7829,3708,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_10_42.jpg,NA (prediction),0.98366344,0.9999198,3.2667922e-05,17-3_UTSW_temporal_6E10/0/14/10.jpg,"[1280, 1158, 256, 256]",consensus_of_2,1,1,0,0,0,0
7830,7830,7830,7830,7830,4930,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_1_25_0.jpg,NA (prediction),2.109999e-06,3.7784247999999994e-05,0.9999528,NA23UCDtemporalgyri _4G8/0/1/25.jpg,"[0, 1059, 256, 256]",consensus_of_2,0,0,1,0,0,0
7831,7831,7831,7831,7831,1119,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_3_6_0.jpg,NA (prediction),0.90052545,0.5320332,0.0037402996999999997,17-3_UTSW_temporal_6E10/0/3/6.jpg,"[111, 115, 256, 256]",UG1,1,0,0,0,0,0
7832,7832,7832,7832,7832,2315,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_44.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/7/23.jpg,[1280  835  256  256],None (label),0,1,0,0,0,0
7833,7833,7833,7833,7833,6076,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_11_1_0.jpg,NA (prediction),0.00013703975,0.00017053664,0.99992704,NA15UCDtemporalgyri _4G8/0/11/1.jpg,"[555, 0, 256, 256]",consensus_of_2,0,0,1,0,0,0
7834,7834,7834,7834,7834,6037,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_26_16_34.jpg,NA (prediction),0.9937389999999999,0.13923408,0.0011729761,NA28UCDtemporalgyri _4G8/0/26/16.jpg,"[629, 1276, 256, 256]",consensus_of_2,0,1,1,0,1,0
7835,7835,7835,7835,7835,2989,cw18-48/cw18-48_0_12_1.jpg,NA (prediction),0.0048814574,0.0034541802000000003,0.9881678,cw18-48/0/0/12.jpg,"[467, 607, 256, 256]",UG1,0,0,0,1,0,0
7836,7836,7836,7836,7836,1085,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_25_28_5.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/25/28.jpg,[ 274 1280  256  256],None (label),0,1,0,0,0,0
7837,7837,7837,7837,7837,2524,phase1/blobs/cw18-2/cw18-2_4_2_47.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw18-2/0/4/2.jpg,[ 358 1013  256  256],None (label),0,0,1,0,0,0
7838,7838,7838,7838,7838,4030,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_10_21_22.jpg,NA (prediction),0.92744386,0.99856657,0.0007348126400000001,NA37UCDtemporalgyri _4G8/0/10/21.jpg,"[696, 715, 256, 256]",consensus_of_2,1,0,0,0,0,0
7839,7839,7839,7839,7839,4871,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_26_50.jpg,NA (prediction),0.9998541,0.9952283000000002,0.00010645087999999999,NA28UCDtemporalgyri _4G8/0/12/26.jpg,"[5, 889, 256, 256]",consensus_of_2,1,1,0,0,0,0
7840,7840,7840,7840,7840,1339,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_15_24_49.jpg,NA (prediction),0.17681623,0.9982014000000001,2.3903237000000002e-06,NA27UCDtemporalgyri _4G8/0/15/24.jpg,"[528, 1279, 256, 256]",UG1,1,1,0,0,0,0
7841,7841,7841,7841,7841,3198,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_17_17_25.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/17/17.jpg,[975 272 256 256],None (label),0,1,0,0,0,0
7842,7842,7842,7842,7842,1716,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_7_22_56.jpg,NA (prediction),0.7314904000000001,0.9520313,5.9892554e-05,NA27UCDtemporalgyri _4G8/0/7/22.jpg,"[786, 920, 256, 256]",UG1,1,1,0,0,0,0
7843,7843,7843,7843,7843,4008,phase1/blobs/cw17-11/cw17-11_12_23_19.jpg,consensus_of_2,0.0,2.0,3.0,phase1/10x_tiles/cw17-11/0/12/23.jpg,[ 617 1201  256  256],None (label),0,0,1,0,0,0
7844,7844,7844,7844,7844,1682,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_11_28_4.jpg,NA (prediction),0.6804051,0.78269476,0.00072067074,NA37UCDtemporalgyri _4G8/0/11/28.jpg,"[1280, 0, 256, 256]",UG1,0,1,0,0,0,0
7845,7845,7845,7845,7845,3980,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_16_12_31.jpg,NA (prediction),0.9964928,0.9626833,2.8394168e-05,NA37UCDtemporalgyri _4G8/0/16/12.jpg,"[113, 1280, 256, 256]",consensus_of_2,0,1,0,0,0,0
7846,7846,7846,7846,7846,5538,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_14_13_1.jpg,NA (prediction),6.1585297e-06,0.05573857,0.9924736999999999,NA7UCDtemporalgyri _4G8/0/14/13.jpg,"[571, 121, 256, 256]",consensus_of_2,0,0,1,0,0,0
7847,7847,7847,7847,7847,2622,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_20_24_48.jpg,NA (prediction),0.01341432,0.14442916,0.9491976999999999,NA23UCDtemporalgyri _4G8/0/20/24.jpg,"[359, 757, 256, 256]",UG1,1,1,0,0,0,0
7848,7848,7848,7848,7848,4807,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_18_24_48.jpg,NA (prediction),0.4446724,0.99904925,9.518912e-06,NA37UCDtemporalgyri _4G8/0/18/24.jpg,"[0, 962, 256, 256]",consensus_of_2,0,0,0,0,0,1
7849,7849,7849,7849,7849,5846,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_30_2.jpg,NA (prediction),0.0016221351999999999,0.0072524882999999984,0.99460584,NA28UCDtemporalgyri _4G8/0/28/30.jpg,"[860, 1280, 256, 256]",consensus_of_2,0,0,1,0,1,0
7850,7850,7850,7850,7850,67,phase1/blobs/cw18-2/cw18-2_4_2_63.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/cw18-2/0/4/2.jpg,[715 979 256 256],None (label),0,0,1,0,0,0
7851,7851,7851,7851,7851,4436,cw18-48/cw18-48_10_23_6.jpg,NA (prediction),0.9880728000000001,0.42680708,8.5804e-06,cw18-48/0/10/23.jpg,"[407, 891, 256, 256]",consensus_of_2,0,1,0,0,0,0
7852,7852,7852,7852,7852,40,phase1/blobs/cw17-3/cw17-3_19_15_28.jpg,UG1,0.0,1.0,1.0,phase1/10x_tiles/cw17-3/0/19/15.jpg,[ 890 1083  256  256],None (label),0,0,1,0,0,0
7853,7853,7853,7853,7853,2269,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_10_0_8.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/10/0.jpg,[1280  755  256  256],None (label),0,1,0,0,0,0
7854,7854,7854,7854,7854,2381,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_4_26_14.jpg,consensus_of_2,1.0,4.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/4/26.jpg,[1263 1194  256  256],None (label),1,0,0,0,0,0
7855,7855,7855,7855,7855,6240,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_18_6_2.jpg,NA (prediction),0.0017092907,3.1073544999999996e-05,0.9372121999999999,NA28UCDtemporalgyri _4G8/0/18/6.jpg,"[93, 88, 256, 256]",consensus_of_2,0,0,1,0,0,0
7856,7856,7856,7856,7856,5263,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_4_20.jpg,NA (prediction),0.039509300000000004,0.0077195343999999985,0.9929074000000001,NA28UCDtemporalgyri _4G8/0/17/4.jpg,"[610, 407, 256, 256]",consensus_of_2,0,0,1,1,0,0
7857,7857,7857,7857,7857,881,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_21_28_2.jpg,NA (prediction),0.9994898000000001,0.1337693,6.346364e-05,NA27UCDtemporalgyri _4G8/0/21/28.jpg,"[1187, 818, 256, 256]",UG1,1,0,0,0,0,0
7858,7858,7858,7858,7858,1287,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_9_43.jpg,NA (prediction),0.92938656,0.5454829999999999,0.0022372822000000002,NA28UCDtemporalgyri _4G8/0/14/9.jpg,"[88, 832, 256, 256]",UG1,0,1,0,0,0,0
7859,7859,7859,7859,7859,1738,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_3_14_3.jpg,NA (prediction),0.9993190999999999,0.03594265,7.973843e-06,NA23UCDtemporalgyri _4G8/0/3/14.jpg,"[656, 858, 256, 256]",UG1,1,0,0,0,0,0
7860,7860,7860,7860,7860,2197,cw13-0/cw13-0_13_11_15.jpg,NA (prediction),0.0016981167000000002,0.0019654827,0.9624060999999999,cw13-0/0/13/11.jpg,"[0, 1280, 256, 256]",UG1,0,0,0,1,0,0
7861,7861,7861,7861,7861,2928,cw13-0/cw13-0_15_35_6.jpg,NA (prediction),0.0026324375,0.0036092696000000002,0.90190095,cw13-0/0/15/35.jpg,"[12, 818, 256, 256]",UG1,0,0,0,1,0,0
7862,7862,7862,7862,7862,3447,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_19_23_2.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/19/23.jpg,[1089  225  256  256],None (label),1,0,0,0,0,0
7863,7863,7863,7863,7863,2781,cw13-0/cw13-0_5_6_19.jpg,NA (prediction),0.0128200855,0.00023808612999999998,0.9296641,cw13-0/0/5/6.jpg,"[1280, 716, 256, 256]",UG1,0,0,0,1,0,0
7864,7864,7864,7864,7864,2367,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_9_15_53.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/9/15.jpg,[579 785 256 256],None (label),0,1,0,0,0,0
7865,7865,7865,7865,7865,3995,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_6_30_49.jpg,NA (prediction),0.9999912000000001,0.0057064080000000005,4.4736339999999994e-08,NA28UCDtemporalgyri _4G8/0/6/30.jpg,"[900, 1141, 256, 256]",consensus_of_2,1,0,0,0,0,0
7866,7866,7866,7866,7866,4565,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_14_14.jpg,NA (prediction),0.97326446,0.9997074,1.4439215e-08,NA37UCDtemporalgyri _4G8/0/17/14.jpg,"[0, 619, 256, 256]",consensus_of_2,1,0,0,0,0,0
7867,7867,7867,7867,7867,2512,phase1/blobs/cw18-10/cw18-10_18_35_10.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw18-10/0/18/35.jpg,[112 388 256 256],None (label),0,0,1,0,0,0
7868,7868,7868,7868,7868,6081,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_10_21_15.jpg,NA (prediction),0.0051845307,0.89004004,0.029923047999999997,NA23UCDtemporalgyri _4G8/0/10/21.jpg,"[0, 665, 256, 256]",consensus_of_2,0,1,0,0,0,0
7869,7869,7869,7869,7869,2723,phase1/blobs/cw17-3/cw17-3_23_27_24.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/cw17-3/0/23/27.jpg,[214 952 256 256],None (label),0,0,1,0,0,0
7870,7870,7870,7870,7870,1913,cw16-36/cw16-36_10_7_14.jpg,NA (prediction),0.00031716572,0.0007439875,0.98561436,cw16-36/0/10/7.jpg,"[610, 1146, 256, 256]",UG1,0,0,0,1,0,0
7871,7871,7871,7871,7871,5626,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_24_11.jpg,NA (prediction),0.00036288763,0.038524922,0.7453517,NA23UCDtemporalgyri _4G8/0/8/24.jpg,"[725, 704, 256, 256]",consensus_of_2,0,0,1,0,0,0
