,tilename,username,cored,diffuse,CAA,10xfields,coords,rot,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
9390,phase1/blobs/cw18-2/cw18-2_10_3_16.jpg,consensus_of_2,0.0,4.0,0.0,phase1/10x_tiles/cw18-2/0/10/3.jpg,[1100  624  256  256],90,None (label),0,1,0,0,0,0
9391,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_9_20_9.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/9/20.jpg,[536 466 256 256],180,None (label),0,1,0,0,0,0
9392,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_3_24_22.jpg,NA (prediction),0.7595935,0.9999107,0.0017245519,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/3/24.jpg,[0 978 256 256],0,NP4,0,1,0,0,1,0
9393,phase1/blobs/cw13-0/cw13-0_28_16_20.jpg,NA (prediction),0.0073024180000000015,0.010494888,0.87446684,phase1/10x_tiles/cw13-0/0/28/16.jpg,[931 445 256 256],0,NP4,0,0,0,1,0,0
9394,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_9_21.jpg,NA (prediction),0.5779974,0.99979407,1.0586451e-05,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/8/9.jpg,[660 393 256 256],0,consensus_of_2,0,1,0,0,0,0
9395,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_17_22_63.jpg,NA (prediction),0.99629825,0.9889482,1.8518887e-05,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/17/22.jpg,[1280 1280 256 256],0,NP4,0,1,0,0,0,0
9396,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_2_28.jpg,NA (prediction),0.999941,0.71399444,1.0931021e-05,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/14/2.jpg,[161 1055 256 256],0,NP4,0,1,0,0,0,0
9397,phase1/blobs/cw17-3/cw17-3_15_32_33.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/15/32.jpg,[ 132 1179  256  256],270,None (label),0,0,1,0,1,0
9398,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_15_10_49.jpg,NA (prediction),0.9856806,0.22418682,3.6675792e-06,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/15/10.jpg,[580 1221 256 256],0,NP4,0,1,0,0,0,0
9399,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_1_27_2.jpg,NA (prediction),2.230926e-05,0.038863525,0.9995436,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/1/27.jpg,[714 324 256 256],0,consensus_of_2,0,0,1,0,1,0
9400,phase1/blobs/cw13-0/cw13-0_15_21_9.jpg,NA (prediction),0.0021386833,0.0006599001400000001,0.37691143,phase1/10x_tiles/cw13-0/0/15/21.jpg,[1031 276 256 256],0,consensus_of_2,0,0,0,1,0,0
9401,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_10_24_6.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/10/24.jpg,[678 551 256 256],180,None (label),0,1,0,0,0,0
9402,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_1_31_4.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/1/31.jpg,[ 899 1021  256  256],0,None (label),0,1,0,0,1,0
9403,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_25_53.jpg,NA (prediction),0.19080582,0.9998511999999998,0.00018464736,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/13/25.jpg,[1011 1207 256 256],0,consensus_of_2,0,1,0,0,0,0
9404,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_26_30.jpg,NA (prediction),0.9969193,0.9434693,5.517355999999999e-07,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/11/26.jpg,[940 338 256 256],0,consensus_of_2,0,1,0,0,1,0
9405,phase1/blobs/cw15-29/cw15-29_23_30_9.jpg,NA (prediction),0.0013594338,0.00014715565,0.96067035,phase1/10x_tiles/cw15-29/0/23/30.jpg,[688 190 256 256],0,NP4,0,0,0,1,0,0
9406,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_8_8_3.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/8/8.jpg,[746 967 256 256],90,None (label),0,1,0,0,0,0
9407,phase1/blobs/cw18-18/cw18-18_22_6_14.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/cw18-18/0/22/6.jpg,[588 460 256 256],270,None (label),0,1,0,0,0,0
9408,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_12_9_8.jpg,NA (prediction),0.9670473,0.7920149999999999,1.5479933e-05,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/12/9.jpg,[911 55 256 256],0,consensus_of_2,0,1,0,0,0,0
9409,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_6_26_32.jpg,NA (prediction),0.98492265,0.9754449,2.1077024e-06,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/6/26.jpg,[935 640 256 256],0,consensus_of_2,0,1,0,0,1,0
9410,phase1/blobs/cw18-48/cw18-48_22_31_6.jpg,NA (prediction),0.0012455834,0.008618855,0.90770495,phase1/10x_tiles/cw18-48/0/22/31.jpg,[1280 1047 256 256],0,NP4,0,0,0,1,0,0
9411,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_13_27_11.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/13/27.jpg,[ 958 1168  256  256],90,None (label),0,1,0,0,0,0
9412,phase1/blobs/cw16-4/cw16-4_16_23_7.jpg,consensus_of_2,2.0,2.0,0.0,phase1/10x_tiles/cw16-4/0/16/23.jpg,[954 727 256 256],270,None (label),0,1,0,0,0,0
9413,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_28_36.jpg,NA (prediction),0.9903566,0.055708256,1.0827044e-05,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/12/28.jpg,[906 1083 256 256],0,consensus_of_2,0,1,0,0,1,0
9414,phase1/blobs/cw17-11/cw17-11_17_19_44.jpg,NP4,0.0,1.0,1.0,phase1/10x_tiles/cw17-11/0/17/19.jpg,[529 846 256 256],270,None (label),0,1,1,0,1,0
9415,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_11_17_26.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/11/17.jpg,[ 669 1125  256  256],180,None (label),0,1,0,0,0,0
9416,phase1/blobs/cw18-48/cw18-48_9_9_8.jpg,NA (prediction),0.015511109,0.03146946,0.68114495,phase1/10x_tiles/cw18-48/0/9/9.jpg,[34 854 256 256],0,NP4,0,0,0,1,0,0
9417,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_8_31_7.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/8/31.jpg,[1154  344  256  256],90,None (label),1,0,0,0,0,0
9418,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_16_30_9.jpg,NA (prediction),0.0035574145,0.9968612,0.00021082014,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/16/30.jpg,[1152 139 256 256],0,NP4,0,1,0,0,0,0
9419,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_25_67.jpg,NA (prediction),0.34798434,0.9998147,1.4407639e-05,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/17/25.jpg,[899 45 256 256],0,consensus_of_2,0,1,0,0,0,0
9420,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_15_6_0.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/15/6.jpg,[1023    0  256  256],180,None (label),0,1,0,0,0,0
9421,phase1/blobs/cw16-36/cw16-36_8_32_3.jpg,NA (prediction),0.0043167146,0.29256794,0.92661566,phase1/10x_tiles/cw16-36/0/8/32.jpg,[1280 20 256 256],0,NP4,0,0,0,1,0,0
9422,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_16_18_4.jpg,NA (prediction),0.14556816,0.943616,0.005860491,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/16/18.jpg,[1280 311 256 256],0,NP4,0,0,0,1,0,0
9423,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_3_15_12.jpg,NA (prediction),0.0016741881,0.0033767438,0.9971464,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/3/15.jpg,[1079 1280 256 256],0,consensus_of_2,0,1,0,0,1,0
9424,phase1/blobs/cw15-29/cw15-29_0_18_10.jpg,NA (prediction),0.0019280133,0.019981137,0.84100646,phase1/10x_tiles/cw15-29/0/0/18.jpg,[1055 200 256 256],0,NP4,0,0,0,1,0,0
9425,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_14_14_14.jpg,NA (prediction),0.010933646000000002,0.76810193,0.975151,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/14/14.jpg,[1280 180 256 256],0,consensus_of_2,0,0,0,1,0,0
9426,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_31_39.jpg,NA (prediction),0.9964508,0.9946865,0.0015382804,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/9/31.jpg,[838 836 256 256],0,NP4,0,1,0,0,1,0
9427,phase1/blobs/cw15-12/cw15-12_29_36_0.jpg,NA (prediction),0.00034572072999999995,5.0046155999999985e-06,0.9996008,phase1/10x_tiles/cw15-12/0/29/36.jpg,[981 1191 256 256],0,NP4,0,0,0,1,0,0
9428,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_12_31_27.jpg,NA (prediction),0.9999976,0.021438532000000003,2.23581e-07,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/12/31.jpg,[106 1280 256 256],0,NP4,1,0,0,0,0,0
9429,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_2_14_3.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/2/14.jpg,[1117  246  256  256],0,None (label),0,1,0,0,0,0
9430,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_4_26_17.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/4/26.jpg,[  0 489 256 256],270,None (label),0,1,0,0,0,0
9431,phase1/blobs/cw15-29/cw15-29_3_31_65.jpg,NA (prediction),0.3802208,0.0310967,0.7254283,phase1/10x_tiles/cw15-29/0/3/31.jpg,[373 523 256 256],0,consensus_of_2,0,0,0,1,0,0
9432,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_11_22_44.jpg,NA (prediction),0.99332374,0.99266315,0.00024874872,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/11/22.jpg,[196 1039 256 256],0,consensus_of_2,0,1,0,0,0,0
9433,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_7_28.jpg,NA (prediction),0.98356646,0.5751337,8.991113000000001e-05,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/17/7.jpg,[422 875 256 256],0,consensus_of_2,0,1,0,0,1,0
9434,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_4_24_8.jpg,NA (prediction),0.99987686,0.07197395,4.256998800000001e-07,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/4/24.jpg,[1105 229 256 256],0,NP4,1,0,0,0,0,0
9435,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_28_13_25.jpg,NP4,0.0,0.0,1.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/28/13.jpg,[154 572 256 256],90,None (label),0,0,1,0,0,1
9436,phase1/blobs/cw16-4/cw16-4_19_16_0.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw16-4/0/19/16.jpg,[244   0 256 256],0,None (label),0,1,0,0,0,0
9437,phase1/blobs/cw13-0/cw13-0_14_21_12.jpg,NA (prediction),5.1789866e-05,0.00020885501,0.9999969,phase1/10x_tiles/cw13-0/0/14/21.jpg,[1280 766 256 256],0,consensus_of_2,0,0,0,1,0,0
9438,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_10_3_1.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/10/3.jpg,[672   0 256 256],270,None (label),0,1,0,0,1,0
9439,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_20_9_62.jpg,NA (prediction),0.9999981,0.07513285,8.252882e-09,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/20/9.jpg,[985 689 256 256],0,consensus_of_2,0,1,0,0,0,0
9440,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_5_22_61.jpg,consensus_of_2,0.0,5.0,4.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/5/22.jpg,[498 192 256 256],180,None (label),0,1,1,0,1,0
9441,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_16_91.jpg,NA (prediction),0.00016287612,0.04085244,0.99983346,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/17/16.jpg,[362 1188 256 256],0,consensus_of_2,0,0,0,1,0,0
9442,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_20_20_28.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/20/20.jpg,[816 781 256 256],180,None (label),0,1,0,0,1,0
9443,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_21_19_2.jpg,NA (prediction),0.9772354,0.8504278000000001,8.379831e-06,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/21/19.jpg,[418 676 256 256],0,NP4,0,0,0,1,0,0
9444,phase1/blobs/cw15-29/cw15-29_0_41_73.jpg,NA (prediction),0.020392563,0.054774903,0.92143136,phase1/10x_tiles/cw15-29/0/0/41.jpg,[143 1221 256 256],0,NP4,0,0,0,1,0,0
9445,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_19_1_25.jpg,NA (prediction),0.0007801778,0.9990262,0.5424725,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/19/1.jpg,[1048 770 256 256],0,NP4,0,1,0,0,1,0
9446,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_8_5_10.jpg,NA (prediction),0.9869621,0.9831101,3.2407213e-05,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/8/5.jpg,[230 316 256 256],0,consensus_of_2,0,1,0,0,1,0
9447,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_16_28_24.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/16/28.jpg,[ 73 258 256 256],270,None (label),0,1,0,0,1,0
9448,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_23_39.jpg,NA (prediction),0.03170053,0.9798451,0.0005498118700000001,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/28/23.jpg,[1131 1007 256 256],0,NP4,0,1,0,0,1,0
9449,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_21_19_25.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/21/19.jpg,[1111  480  256  256],90,None (label),0,1,0,0,0,0
9450,phase1/blobs/cw17-32/cw17-32_17_23_1.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/cw17-32/0/17/23.jpg,[734 120 256 256],90,None (label),0,1,0,0,0,0
9451,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_18_25_5.jpg,NA (prediction),0.98332846,0.9997068,0.00021122777,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/18/25.jpg,[297 9 256 256],0,NP4,0,1,0,0,0,0
9452,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_18_19_19.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/18/19.jpg,[1097  734  256  256],270,None (label),0,1,0,0,1,0
9453,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_14_32_6.jpg,NA (prediction),0.21226661,0.44939604,0.8951155999999999,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/14/32.jpg,[1210 223 256 256],0,consensus_of_2,0,0,0,1,0,0
9454,phase1/blobs/cw17-3/cw17-3_19_15_28.jpg,NP4,0.0,1.0,1.0,phase1/10x_tiles/cw17-3/0/19/15.jpg,[ 890 1083  256  256],270,None (label),0,1,1,0,1,0
9455,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_2_46.jpg,NA (prediction),0.9999993,0.25925046,6.56762e-13,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/14/2.jpg,[1280 57 256 256],0,NP4,1,0,0,0,0,0
9456,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_14_5_2.jpg,NA (prediction),7.0732225e-05,0.011134544,0.99567467,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/14/5.jpg,[131 124 256 256],0,consensus_of_2,0,0,1,0,1,0
9457,phase1/blobs/cw13-0/cw13-0_25_24_34.jpg,NA (prediction),0.0005822345,0.0045680823,0.942563,phase1/10x_tiles/cw13-0/0/25/24.jpg,[685 121 256 256],0,NP4,0,0,0,1,0,0
9458,phase1/blobs/cw13-0/cw13-0_24_12_46.jpg,NA (prediction),0.0072324662,0.013400671,0.8212284,phase1/10x_tiles/cw13-0/0/24/12.jpg,[305 1088 256 256],0,NP4,0,0,0,1,0,0
9459,phase1/blobs/cw17-41/cw17-41_20_28_22.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/cw17-41/0/20/28.jpg,[1168 1280  256  256],0,None (label),0,1,0,0,1,0
9460,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_12_5_1.jpg,NA (prediction),0.9999802,0.88957125,0.0007149175999999999,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/12/5.jpg,[354 0 256 256],0,NP4,1,0,0,0,0,0
9461,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_15_6_0.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/15/6.jpg,[1023    0  256  256],90,None (label),0,1,0,0,0,0
9462,phase1/blobs/cw17-3/cw17-3_6_34_12.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/6/34.jpg,[ 544 1221  256  256],180,None (label),0,0,1,0,1,0
9463,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_6_3_24.jpg,NA (prediction),0.9870908000000002,0.9963175,0.00018626731,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/6/3.jpg,[0 637 256 256],0,NP4,0,1,0,0,0,0
9464,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_15_14.jpg,NA (prediction),0.0037325094,0.22572434,0.63243544,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/25/15.jpg,[967 902 256 256],0,consensus_of_2,0,1,0,0,0,1
9465,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_15_9.jpg,NA (prediction),0.0029344258000000003,0.0057098498,0.9949215,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/25/15.jpg,[129 274 256 256],0,NP4,0,0,0,1,0,0
9466,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_16_19_9.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/16/19.jpg,[ 41 395 256 256],180,None (label),0,1,0,0,1,0
9467,phase1/blobs/cw13-0/cw13-0_11_16_11.jpg,NA (prediction),0.008898334,0.016658189,0.79240555,phase1/10x_tiles/cw13-0/0/11/16.jpg,[151 675 256 256],0,NP4,0,0,0,1,0,0
9468,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_25_21_0.jpg,NA (prediction),0.99999976,0.0051812734,3.970135e-10,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/25/21.jpg,[459 0 256 256],0,consensus_of_2,0,1,0,0,0,0
9469,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_26_24.jpg,NA (prediction),4.3692307e-05,0.0027669088,0.84345555,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/7/26.jpg,[480 1002 256 256],0,consensus_of_2,0,0,1,0,1,0
9470,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_13_3_55.jpg,NA (prediction),0.9494056,0.9892644,1.9546637e-06,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/13/3.jpg,[970 1266 256 256],0,consensus_of_2,0,1,0,0,0,0
9471,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_16_6.jpg,NA (prediction),0.18971948,0.99853396,0.02240589,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/21/16.jpg,[1240 100 256 256],0,consensus_of_2,0,1,0,0,1,0
9472,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_21_41.jpg,NA (prediction),0.25341937,0.9735921,0.022536254,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/14/21.jpg,[327 1280 256 256],0,consensus_of_2,0,1,0,0,1,0
9473,phase1/blobs/cw15-31/cw15-31_21_14_7.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/cw15-31/0/21/14.jpg,[164 640 256 256],90,None (label),1,0,0,0,0,0
9474,phase1/blobs/cw18-18/cw18-18_26_9_38.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/cw18-18/0/26/9.jpg,[889 756 256 256],90,None (label),0,1,0,0,0,0
9475,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_16_11_4.jpg,NA (prediction),0.9987226,0.84237695,3.747528e-05,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/16/11.jpg,[1092 0 256 256],0,consensus_of_2,0,1,0,0,0,0
9476,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_12_30_7.jpg,NA (prediction),0.9151526,0.8128541,1.1761404e-05,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/12/30.jpg,[1168 196 256 256],0,consensus_of_2,0,1,0,0,0,0
9477,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_10_5_6.jpg,NA (prediction),0.9996716,0.94990015,4.686688400000001e-07,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/10/5.jpg,[559 203 256 256],0,NP4,0,1,0,0,0,0
9478,phase1/blobs/cw16-36/cw16-36_18_19_10.jpg,NA (prediction),0.104686595,0.057855107,0.8657703999999999,phase1/10x_tiles/cw16-36/0/18/19.jpg,[160 1140 256 256],0,NP4,0,0,0,1,0,0
9479,phase1/blobs/cw17-32/cw17-32_14_30_11.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/cw17-32/0/14/30.jpg,[  0 317 256 256],0,None (label),0,1,0,0,0,0
9480,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_30_56.jpg,NA (prediction),0.83054656,0.99663407,2.4673725e-05,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/21/30.jpg,[685 1280 256 256],0,consensus_of_2,0,1,0,0,0,0
9481,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_24_43.jpg,NA (prediction),0.99078256,0.9505596,2.1410904e-05,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/6/24.jpg,[139 1174 256 256],0,consensus_of_2,0,1,0,0,1,0
9482,phase1/blobs/cw17-11/cw17-11_12_23_4.jpg,NP4,0.0,0.0,1.0,phase1/10x_tiles/cw17-11/0/12/23.jpg,[631 243 256 256],0,None (label),0,0,1,0,1,0
9483,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_10_15_4.jpg,NA (prediction),0.0008118559,0.9870407,0.027667237,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/10/15.jpg,[769 102 256 256],0,NP4,0,1,0,0,0,0
9484,phase1/blobs/cw15-12/cw15-12_10_0_16.jpg,NA (prediction),0.009908102,0.02479004,0.8074712,phase1/10x_tiles/cw15-12/0/10/0.jpg,[339 241 256 256],0,NP4,0,0,0,1,0,0
9485,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_14_20_10.jpg,NA (prediction),0.98022676,0.18815437,1.7645501e-05,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/14/20.jpg,[0 601 256 256],0,NP4,0,1,0,0,0,0
9486,phase1/blobs/cw17-41/cw17-41_9_17_67.jpg,consensus_of_2,0.0,5.0,5.0,phase1/10x_tiles/cw17-41/0/9/17.jpg,[1280  862  256  256],0,None (label),0,1,1,0,1,0
9487,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_14.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/3/19.jpg,[ 94 132 256 256],0,None (label),0,1,0,0,0,0
9488,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_7_9.jpg,NA (prediction),1.7848559000000002e-05,6.7080904999999975e-06,0.99988925,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/19/7.jpg,[950 693 256 256],0,consensus_of_2,0,0,0,1,0,0
9489,phase1/blobs/cw18-18/cw18-18_10_11_31.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/cw18-18/0/10/11.jpg,[ 587 1086  256  256],270,None (label),0,1,0,0,0,0
9490,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_6_28_29.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/6/28.jpg,[556 451 256 256],90,None (label),0,1,0,0,0,0
